,matchId,participantId,pos,distance,difference
1528,2695193657,4,"[array([8581., 4855.]), array([10916.,  8486.]), array([3309., 7766.]), array([6927., 5346.]), array([ 975., 1243.]), array([1234., 1887.])]","[1460.32, 7737.86, 5200.61, 3979.29, 7800.15, 4910.18]",5181.401666666668
1530,2695193658,3,"[array([7370., 3799.]), array([6760., 5004.]), array([4824., 6931.]), array([8392., 2356.]), array([ 951., 1442.]), array([4863., 8458.])]","[2619.87, 3783.92, 6132.37, 7182.62, 7796.11, 2596.34]",5018.538333333333
1532,2695193661,2,"[array([7216., 4646.]), array([4654., 6589.]), array([2864., 7332.]), array([11840.,  1751.]), array([394., 461.]), array([3675., 6533.])]","[1918.17, 1276.04, 5679.62, 9198.12, 8521.09, 351.87]",4490.818333333334
1534,2695193663,1,"[array([1390.,  947.]), array([6887., 5320.]), array([2755., 8076.]), array([9418., 5544.]), array([9992., 5705.]), array([7038., 5240.])]","[8670.6, 3769.81, 4963.26, 4704.01, 3524.68, 3565.61]",4866.328333333334
1536,2695193667,4,"[array([10123.,  7394.]), array([8405., 6280.]), array([5459., 5476.]), array([ 5676., 11011.]), array([1800., 1315.]), array([8429., 5965.])]","[2198.3, 5039.64, 7688.79, 1934.96, 6974.03, 4833.19]",4778.151666666666
1538,2695193669,2,"[array([7124., 4058.]), array([3591., 7888.]), array([ 3113., 13398.]), array([6905., 5262.]), array([9052., 2115.]), array([ 6715., 10029.])]","[2476.67, 1193.09, 713.09, 4061.32, 485.71, 4943.95]",2312.305
1540,2695193670,5,"[array([7528., 3896.]), array([5968., 5108.]), array([2824., 7833.]), array([8255., 2533.]), array([5457., 4988.]), array([3036., 7272.])]","[2479.06, 3041.89, 5190.57, 6977.62, 4116.63, 1221.52]",3837.8816666666667
1542,2695193673,4,"[array([8588., 4793.]), array([3640., 8352.]), array([3724., 9898.]), array([7098., 5017.]), array([8273., 2319.]), array([8378., 7678.])]","[1522.21, 1658.87, 3056.46, 4323.54, 426.25, 5003.68]",2665.1683333333335
1544,2695193680,4,"[array([3389., 7734.]), array([2369., 8351.]), array([7451., 3979.]), array([6895., 5292.]), array([9945., 5632.]), array([394., 461.])]","[5058.57, 1926.98, 9738.53, 4030.66, 3439.49, 6564.67]",5126.483333333334
1546,2695193683,3,"[array([4811., 1286.]), array([7038., 5073.]), array([4019., 9392.]), array([4792., 7008.]), array([8372., 2680.]), array([10051.,  4629.])]","[6047.6, 4005.16, 3578.96, 2929.93, 398.56, 6635.97]",3932.696666666667
1548,2695193688,1,"[array([7536., 5216.]), array([5825., 5166.]), array([4601., 9197.]), array([6845., 5106.]), array([9133., 1397.]), array([2481., 4564.])]","[1265.57, 2889.93, 3870.39, 4213.01, 1128.2, 1973.58]",2556.78
1550,2695193689,3,"[array([11512.,  7193.]), array([6949., 5035.]), array([6543., 4587.]), array([9169., 5592.]), array([1019.,  740.]), array([3944., 6338.])]","[3406.58, 3940.17, 8846.19, 4519.72, 7849.53, 373.97]",4822.693333333334
1552,2695193690,1,"[array([8658., 4629.]), array([4388., 7201.]), array([3740., 6189.]), array([6960., 5457.]), array([8405., 2592.]), array([13160.,  2307.])]","[1698.3, 1116.32, 6765.35, 3871.59, 321.62, 10317.19]",4015.061666666667
1554,2695193691,4,"[array([7782., 3792.]), array([3760., 7868.]), array([7496., 8022.]), array([10099.,  4648.]), array([357., 543.]), array([7293., 3886.])]","[2521.48, 1214.66, 6241.41, 5829.4, 8538.57, 4351.4]",4782.82
1556,2695193699,3,"[array([6875., 3848.]), array([7042., 5430.]), array([5093., 7555.]), array([2320., 8450.]), array([9074., 2518.]), array([4346., 2716.])]","[2778.86, 3876.47, 5583.13, 4367.9, 399.37, 3552.01]",3426.2899999999995
1558,2695193703,5,"[array([8617., 4301.]), array([3704., 7912.]), array([ 3497., 11450.]), array([4817., 7799.]), array([8135., 2170.]), array([6896., 5283.])]","[2009.23, 1240.97, 1514.03, 2339.96, 608.31, 3417.29]",1854.9650000000001
1560,2695193707,5,"[array([7754., 4095.]), array([6832., 5546.]), array([3365., 7868.]), array([3426., 8312.]), array([3890., 6469.]), array([9338., 1276.])]","[2229.84, 3640.14, 5095.2, 3329.71, 6267.36, 7553.19]",4685.906666666667
1562,2695193709,2,"[array([7015., 5024.]), array([3427., 6745.]), array([4198., 8359.]), array([6161., 2088.]), array([3736., 6623.]), array([3422., 8737.])]","[1743.87, 53.6, 4625.12, 7237.45, 6484.38, 2554.28]",3783.116666666667
1564,2695193710,4,"[array([8535., 4800.]), array([3258., 6642.]), array([ 6239., 10191.]), array([2745., 7091.]), array([7645., 2389.]), array([903., 693.])]","[1503.84, 144.63, 3772.11, 4450.76, 1039.89, 6122.52]",2838.9583333333335
1566,2695193715,3,"[array([ 6223., 10539.]), array([4982., 9426.]), array([7035., 5169.]), array([12530.,  2480.]), array([4417., 7048.]), array([3675., 6505.])]","[4715.38, 3148.65, 8480.73, 9045.3, 6286.08, 324.55]",5333.448333333333
1568,2695193722,2,"[array([7852., 3481.]), array([6866., 5262.]), array([ 3824., 10725.]), array([3663., 6359.]), array([ 2484., 13520.]), array([8641., 2613.])]","[2817.74, 3772.23, 2234.24, 4166.28, 12703.69, 6179.76]",5312.323333333334
1570,2695193725,1,"[array([7985., 3422.]), array([3696., 7848.]), array([ 1775., 10063.]), array([6854., 5228.]), array([9294., 3399.]), array([6335., 4421.])]","[2861.68, 1177.1, 3457.27, 4091.77, 1143.32, 3255.85]",2664.4983333333334
1572,2695193726,5,"[array([7344., 3912.]), array([7018., 5235.]), array([ 4040., 10225.]), array([8172., 2508.]), array([2382., 8400.]), array([1731.,  912.])]","[2522.47, 3923.07, 2753.83, 6982.79, 8679.41, 5598.54]",5076.685
1574,2695193729,2,"[array([6059., 5024.]), array([3749., 6565.]), array([7267., 9806.]), array([2283., 8422.]), array([9789., 3390.]), array([8396., 2507.])]","[2506.38, 393.86, 4779.24, 4409.75, 1462.46, 6045.59]",3266.213333333333
1576,2695193733,2,"[array([3382., 7715.]), array([2280., 8390.]), array([6962., 5097.]), array([8811., 3387.]), array([13417.,  4992.]), array([11939.,  2902.])]","[5059.83, 2007.77, 8518.4, 6323.39, 5380.97, 8962.51]",6042.145
1578,2695193735,4,"[array([8082., 3508.]), array([3602., 6590.]), array([7947., 7739.]), array([2404., 8666.]), array([ 3762., 13545.]), array([6967., 5535.])]","[2769.07, 250.31, 6743.92, 4247.41, 12154.21, 3428.95]",4932.3116666666665
1580,2695193741,5,"[array([6622., 4685.]), array([3689., 6578.]), array([ 3755., 10949.]), array([7016., 4863.]), array([7741., 7029.]), array([885., 720.])]","[2261.38, 333.54, 2006.76, 4468.22, 4692.72, 6106.28]",3311.4833333333336
1582,2695193747,5,"[array([7722., 3581.]), array([6914., 5416.]), array([ 3058., 10942.]), array([2702., 6180.]), array([7072., 6723.]), array([8290., 2604.])]","[2739.88, 3760.73, 2103.31, 5001.94, 4583.8, 5902.45]",4015.351666666667
1584,2695193749,1,"[array([7217., 2945.]), array([3520., 7859.]), array([9788., 6028.]), array([3409., 6855.]), array([7609., 7623.]), array([ 5603., 11095.])]","[3479.34, 1154.04, 9240.52, 4028.91, 5301.14, 5298.76]",4750.451666666667
1586,2695193750,2,"[array([7702., 3893.]), array([7072., 5190.]), array([2168., 8448.]), array([10640.,  5466.]), array([7317., 5135.]), array([394., 461.])]","[2438.3, 3990.1, 4750.06, 5576.48, 3029.01, 6564.67]",4391.436666666666
1588,2695193752,3,"[array([8022., 3508.]), array([3859., 6398.]), array([5238., 9116.]), array([7570., 6097.]), array([907., 940.]), array([ 3811., 12650.])]","[2772.96, 569.96, 4145.57, 3357.57, 7918.83, 6464.41]",4204.883333333333
1590,2695193757,2,"[array([8033., 5035.]), array([11967.,  3714.]), array([2867., 8094.]), array([4871., 5770.]), array([7080., 4515.]), array([ 3999., 10180.])]","[1253.89, 9091.86, 4926.05, 3942.35, 2629.01, 4010.8]",4308.993333333333
1592,2695193762,2,"[array([3304., 7792.]), array([5945., 5168.]), array([9814., 5269.]), array([7383., 7691.]), array([3466., 8633.]), array([6903., 5112.])]","[5156.8, 2990.94, 9838.48, 1799.33, 8104.32, 3473.2]",5227.178333333334
1594,2695193770,3,"[array([10050.,  7750.]), array([6900., 4795.]), array([3481., 7226.]), array([3196., 9287.]), array([7499., 2552.]), array([6810., 5014.])]","[2342.36, 4005.12, 5731.15, 3406.09, 1191.06, 3417.35]",3348.8549999999996
1596,2695193781,1,"[array([7907., 3508.]), array([4068., 7649.]), array([7349., 7208.]), array([8326., 2655.]), array([6545., 4733.]), array([2226., 8696.])]","[2784.03, 1159.29, 6822.33, 6876.61, 3141.64, 2859.31]",3940.535
1598,2695193788,5,"[array([7936., 3461.]), array([8380., 2346.]), array([7114., 1211.]), array([1553.,  842.]), array([6964., 5142.]), array([4091., 6110.])]","[2827.54, 6635.56, 12237.33, 9860.69, 3209.75, 496.33]",5877.866666666668
1600,2695193789,5,"[array([7927., 3547.]), array([3561., 6535.]), array([3685., 9089.]), array([8534., 2266.]), array([3721., 1492.]), array([6574., 9251.])]","[2743.01, 251.02, 3865.03, 7306.08, 5051.23, 4267.85]",3914.036666666667
1602,2695193790,5,"[array([8745., 3662.]), array([3924., 6300.]), array([3827., 9349.]), array([3291., 7995.]), array([10115.,  5393.]), array([6325., 6580.])]","[2660.92, 679.83, 3608.37, 3563.31, 3288.66, 2751.92]",2758.8350000000005
1604,2695193797,2,"[array([6684., 4587.]), array([3679., 6502.]), array([5730., 8492.]), array([9791., 6459.]), array([7131., 4943.]), array([11752.,  2121.])]","[2288.86, 362.69, 4914.16, 4278.94, 2952.44, 9109.74]",3984.471666666667
1606,2695193800,3,"[array([3367., 7703.]), array([2284., 8486.]), array([6848., 5318.]), array([10393.,  2849.]), array([2270., 8378.]), array([8618., 2639.])]","[5070.81, 2086.51, 8270.54, 7492.8, 8746.1, 6145.96]",6302.12
1608,2695193802,5,"[array([7122., 3090.]), array([7149., 5292.]), array([2636., 8273.]), array([ 1424., 11639.]), array([1454.,  904.]), array([11982.,  3388.])]","[3370.99, 4024.23, 4794.06, 5676.85, 7389.7, 8836.67]",5682.083333333333
1610,2695193804,4,"[array([7842., 3514.]), array([6931., 5312.]), array([3184., 7289.]), array([4016., 1018.]), array([9326., 2495.]), array([9460., 5657.])]","[2786.43, 3813.66, 5685.89, 8687.8, 645.08, 5883.1]",4583.66
1612,2695193805,4,"[array([8458., 4785.]), array([3905., 6564.]), array([2263., 8514.]), array([3768., 2080.]), array([394., 461.]), array([3581., 8882.])]","[1505.06, 541.89, 4657.9, 7767.46, 8521.09, 2693.07]",4281.078333333334
1614,2695193806,4,"[array([5921., 5121.]), array([7842., 2378.]), array([2644., 7185.]), array([3058., 7372.]), array([9878., 5572.]), array([10326.,  2891.])]","[2582.21, 6218.2, 5859.7, 4040.24, 3359.35, 7490.16]",4924.9766666666665
1616,2695193809,3,"[array([7904., 4015.]), array([6874., 5366.]), array([ 2152., 13212.]), array([2334., 4233.]), array([7128., 5326.]), array([13009.,  3415.])]","[2281.7, 3740.92, 1540.75, 6634.16, 3285.78, 9808.44]",4548.625
1618,2695193810,4,"[array([7444., 3509.]), array([8412., 2578.]), array([6688., 4747.]), array([3946., 7975.]), array([3601., 1469.]), array([7028., 5062.])]","[2874.13, 6509.92, 8743.98, 2973.53, 5173.42, 3607.56]",4980.423333333333
1620,2695193814,1,"[array([3431., 7696.]), array([3685., 6506.]), array([8523., 3493.]), array([7316., 3336.]), array([13019.,  3161.]), array([4185., 6061.])]","[5007.45, 365.31, 10632.61, 6018.5, 4395.87, 597.86]",4502.933333333333
1622,2695193815,3,"[array([7164., 3711.]), array([6986., 4943.]), array([3399., 7901.]), array([2653., 8203.]), array([3432., 6666.]), array([394., 461.])]","[2775.69, 4013.39, 5060.32, 4101.77, 6746.13, 6564.67]",4876.995
1624,2695193821,3,"[array([5176., 9137.]), array([2422., 8337.]), array([8624., 5638.]), array([ 5334., 10658.]), array([9015., 2474.]), array([2817., 7877.])]","[4188.27, 1887.54, 8834.93, 1849.2, 333.65, 1861.18]",3159.128333333334
1626,2695193822,2,"[array([11686.,  7444.]), array([6880., 5342.]), array([3354., 7726.]), array([394., 461.]), array([9954., 5750.]), array([6978., 5426.])]","[3647.1, 3755.22, 5237.6, 10811.08, 3552.75, 3462.12]",5077.6449999999995
1628,2695193824,4,"[array([6586., 4832.]), array([7830., 3752.]), array([4632., 9077.]), array([ 2919., 12888.]), array([3416., 7809.]), array([4770., 8912.])]","[2187.65, 5341.76, 3994.33, 5133.45, 7527.55, 2963.32]",4524.676666666666
1630,2695193828,3,"[array([7825., 3528.]), array([7153., 5208.]), array([2972., 8027.]), array([4921., 9293.]), array([2143.,  761.]), array([6824., 5558.])]","[2775.01, 4058.37, 4976.34, 1681.11, 6751.07, 3284.19]",3921.015
1632,2695193830,5,"[array([3396., 7783.]), array([2667., 8068.]), array([6869., 5145.]), array([ 5235., 11370.]), array([394., 461.]), array([7175., 5236.])]","[5066.26, 1533.01, 8438.46, 2470.64, 8521.09, 3698.88]",4954.723333333333
1634,2695193835,4,"[array([10066.,  7757.]), array([7200., 3970.]), array([3315., 8229.]), array([ 2988., 13169.]), array([ 3576., 13010.]), array([ 2528., 12865.])]","[2359.2, 4699.56, 4738.39, 5285.59, 11746.73, 6761.68]",5931.858333333334
1636,2695193837,4,"[array([6118., 4816.]), array([5538., 9446.]), array([ 2571., 12434.]), array([7177., 5045.]), array([3994., 6154.]), array([ 4001., 12295.])]","[2567.46, 3479.8, 1216.72, 4305.57, 5987.44, 6119.09]",3946.013333333333
1638,2695193839,5,"[array([7084., 4121.]), array([6953., 7959.]), array([ 3380., 10985.]), array([7018., 1675.]), array([8745., 5999.]), array([6588., 8385.])]","[2439.06, 3780.25, 1990.39, 7648.32, 3567.52, 3707.37]",3855.484999999999
1640,2695193840,3,"[array([7902., 3546.]), array([4921., 5802.]), array([430., 466.]), array([7621., 2627.]), array([10587.,  5541.]), array([1011., 1565.])]","[2746.89, 1786.7, 12901.71, 6762.22, 3645.17, 5299.95]",5523.7733333333335
1642,2695193842,4,"[array([5574., 3681.]), array([6934., 5426.]), array([3618., 9880.]), array([ 2454., 12312.]), array([6879., 5135.]), array([4779., 7377.])]","[3712.6, 3776.09, 3074.46, 5119.17, 3250.27, 1673.03]",3434.27
1644,2695193843,4,"[array([7915., 3555.]), array([3269., 7730.]), array([3496., 9191.]), array([7514., 6942.]), array([10346.,  3268.]), array([2136., 8458.])]","[2736.42, 1023.48, 3767.07, 2539.42, 1860.41, 2700.85]",2437.9416666666666
1646,2695193845,5,"[array([8510., 4702.]), array([3860., 6320.]), array([ 6913., 11378.]), array([2170., 8614.]), array([6874., 5342.]), array([3196., 4059.])]","[1595.41, 617.27, 3604.77, 4486.63, 3426.98, 2168.16]",2649.8700000000003
1648,2695193847,4,"[array([9909., 6538.]), array([7047., 5371.]), array([1284., 2382.]), array([5557., 8744.]), array([6863., 5573.]), array([4059.,  964.])]","[1697.81, 3901.09, 10838.12, 1189.39, 3630.69, 5245.03]",4417.0216666666665
1650,2695193853,2,"[array([11201.,  6194.]), array([8650., 4510.]), array([11350.,  8284.]), array([8639., 6590.]), array([5138., 5686.]), array([1588., 2623.])]","[2970.05, 5708.24, 8987.54, 3399.8, 4812.76, 4094.94]",4995.554999999999
1652,2695193854,5,"[array([3429., 7725.]), array([3722., 6512.]), array([6824., 5508.]), array([8427., 2539.]), array([5964., 9347.]), array([6824., 5508.])]","[5017.68, 393.25, 8086.06, 7014.57, 7430.72, 3294.16]",5206.073333333334
1654,2695193855,4,"[array([8478., 4857.]), array([6905., 5067.]), array([3573., 9079.]), array([2733., 8004.]), array([7135., 5317.]), array([10937.,  4676.])]","[1437.21, 3886.74, 3876.24, 4084.12, 3274.54, 7490.4]",4008.2083333333335
1656,2695193857,5,"[array([6903., 3102.]), array([6917., 4945.]), array([3384., 7716.]), array([8510., 6500.]), array([501., 516.]), array([7868., 2362.])]","[3438.24, 3950.69, 5245.86, 3398.21, 8404.32, 5731.77]",5028.181666666666
1658,2695193859,3,"[array([6684., 4755.]), array([7085., 4002.]), array([12404.,  2183.]), array([4123., 1068.]), array([9803., 3284.]), array([9826., 4787.])]","[2168.09, 4587.69, 13866.5, 8608.66, 1406.44, 6380.93]",6169.718333333333
1660,2695193864,3,"[array([7858., 3569.]), array([3630., 6659.]), array([3470., 6764.]), array([6603., 6932.]), array([8025., 1952.]), array([2068., 1999.])]","[2729.74, 251.86, 6193.26, 2380.0, 815.28, 4461.64]",2805.296666666667
1662,2695193868,4,"[array([6033., 1877.]), array([7372., 3218.]), array([3529., 7989.]), array([6423., 4665.]), array([ 2691., 12434.]), array([ 2261., 12082.])]","[4915.32, 5302.75, 4967.03, 4650.45, 11660.02, 6043.43]",6256.5
1664,2695193871,2,"[array([7922., 3558.]), array([3545., 6684.]), array([ 2502., 13178.]), array([394., 461.]), array([7014., 5069.]), array([4875., 7765.])]","[2732.64, 163.59, 1190.27, 10811.08, 3121.32, 2026.54]",3340.906666666667
1666,2695193874,2,"[array([8000., 3464.]), array([6249., 4994.]), array([3572., 8728.]), array([2280., 8937.]), array([ 1091., 10859.]), array([7551., 7464.])]","[2818.56, 3341.14, 4227.16, 4338.24, 11343.19, 4150.68]",5036.495
1668,2695193875,5,"[array([7132., 4929.]), array([3660., 7834.]), array([4819., 5561.]), array([9684., 4282.]), array([8708., 6693.]), array([8073., 7865.])]","[1736.76, 1154.48, 7481.6, 5899.12, 4261.07, 4775.75]",4218.13
1670,2695193876,4,"[array([7735., 5116.]), array([8422., 2552.]), array([ 6499., 11248.]), array([2402., 8432.]), array([7781., 3326.]), array([7012., 5372.])]","[1259.23, 6534.17, 3302.73, 4291.2, 1270.69, 3507.48]",3360.916666666666
1672,2695193879,3,"[array([6538., 4874.]), array([7594., 4014.]), array([2093., 8612.]), array([4820., 8682.]), array([8756., 2526.]), array([3290., 9174.])]","[2197.01, 5000.87, 4619.85, 1890.09, 118.41, 3001.16]",2804.565
1674,2695193882,1,"[array([7050., 3697.]), array([6244., 4985.]), array([ 5826., 10454.]), array([ 6806., 11431.]), array([2339., 8545.]), array([4784., 2944.])]","[2834.24, 3341.49, 3300.61, 2128.8, 8810.66, 3453.91]",3978.285
1676,2695193887,2,"[array([8082., 3526.]), array([3813., 6518.]), array([ 4979., 12402.]), array([ 4101., 12973.]), array([ 2215., 12745.]), array([10257.,  4933.])]","[2751.09, 471.24, 1419.71, 4433.73, 12173.99, 6773.47]",4670.538333333334
1678,2695193895,5,"[array([662., 285.]), array([7527., 3860.]), array([2182., 8444.]), array([ 3134., 12826.]), array([ 2558., 13573.]), array([6393., 1630.])]","[9652.0, 5030.31, 4749.44, 4937.13, 12714.16, 5346.0]",7071.506666666667
1680,2695193896,4,"[array([3459., 8169.]), array([ 6971., 11333.]), array([3732., 9415.]), array([ 2905., 12555.]), array([394., 461.]), array([9765., 3372.])]","[5135.79, 5849.01, 3539.53, 4917.81, 8521.09, 6777.2]",5790.071666666667
1682,2695193900,3,"[array([8618., 4650.]), array([13026.,  2768.]), array([3536., 7811.]), array([6108., 4936.]), array([9754., 2507.]), array([3971., 1561.])]","[1668.27, 10417.83, 5144.77, 4403.8, 1072.63, 4642.77]",4558.345
1684,2695193901,1,"[array([8458., 4747.]), array([3982., 6362.]), array([3064., 8157.]), array([8484., 2267.]), array([12301.,  3318.]), array([5359., 8992.])]","[1542.64, 693.4, 4835.25, 7292.05, 3723.93, 3308.68]",3565.991666666667
1686,2695193902,2,"[array([7912., 5266.]), array([6956., 5196.]), array([2496., 8789.]), array([2854., 1387.]), array([10521.,  2321.]), array([3442., 6784.])]","[1056.62, 3880.78, 4327.57, 8766.59, 1840.35, 615.88]",3414.631666666666
1688,2695193905,1,"[array([8585., 4675.]), array([4072., 7472.]), array([4806., 9371.]), array([ 1776., 11551.]), array([7195., 5159.]), array([5482., 6162.])]","[1636.52, 1024.41, 3758.47, 5320.09, 3107.03, 1881.19]",2787.9516666666664
1690,2695193911,5,"[array([3432., 7866.]), array([3826., 6197.]), array([2634., 1382.]), array([8678., 2465.]), array([7887., 5418.]), array([ 1543., 12195.])]","[5057.44, 679.43, 11618.37, 7154.8, 3090.53, 6348.81]",5658.23
1692,2695193918,2,"[array([3147., 7468.]), array([3702., 6388.]), array([3481., 7714.]), array([ 1598., 10802.]), array([6796., 4842.]), array([3832., 6653.])]","[5223.53, 454.7, 5243.44, 5221.12, 3061.48, 518.32]",3287.098333333333
1694,2695193919,1,"[array([4981., 5996.]), array([ 2487., 12598.]), array([3863., 6319.]), array([7084., 6638.]), array([9969., 2553.]), array([1484.,  690.])]","[3262.78, 5952.97, 6637.78, 2717.09, 1290.68, 5892.43]",4292.288333333333
1696,2695193920,3,"[array([7323., 4714.]), array([3640., 6518.]), array([5737., 1727.]), array([6987., 4984.]), array([3450., 6727.]), array([ 3070., 11217.])]","[1804.65, 321.81, 11415.51, 4345.09, 6770.66, 5055.96]",4952.28
1698,2695193921,3,"[array([4905., 8328.]), array([ 6428., 11248.]), array([12121.,  4997.]), array([3652., 7860.]), array([4774., 7813.]), array([3408., 2320.])]","[3910.49, 5461.88, 11606.74, 3287.98, 6651.56, 3873.81]",5798.743333333333
1700,2695193922,1,"[array([7106., 3176.]), array([7670., 4781.]), array([5184., 9561.]), array([3018., 7532.]), array([3053., 9877.]), array([6755., 4727.])]","[3295.34, 4701.32, 3715.05, 4001.68, 9334.68, 3476.37]",4754.073333333333
1702,2695193924,3,"[array([4595., 9215.]), array([2249., 8500.]), array([4753., 9625.]), array([7746., 3980.]), array([8163., 8191.]), array([2099., 8429.])]","[4677.94, 2116.98, 3500.42, 5453.34, 5782.52, 2696.96]",4038.0266666666666
1704,2695193925,4,"[array([8511., 4754.]), array([9881., 3380.]), array([3665., 6482.]), array([9380., 3365.]), array([9855., 2573.]), array([2541., 8556.])]","[1544.41, 7302.05, 6472.0, 6563.85, 1179.46, 2593.51]",4275.88
1706,2695193933,4,"[array([ 7073., 11396.]), array([3645., 7807.]), array([ 3614., 10952.]), array([439., 604.]), array([9332., 3735.]), array([9989., 5674.])]","[5252.47, 1124.7, 2002.81, 10668.26, 1455.24, 6408.73]",4485.368333333333
1708,2695193941,1,"[array([8482., 4863.]), array([6850., 5074.]), array([3349., 7920.]), array([1231., 2069.]), array([ 1359., 11274.]), array([6899., 4769.])]","[1431.99, 3833.99, 5044.29, 9017.13, 11482.01, 3590.71]",5733.3533333333335
1710,2695193942,3,"[array([8418., 4761.]), array([3841., 6404.]), array([6168., 9924.]), array([10563.,  5272.]), array([8792., 2360.]), array([12301.,  8252.])]","[1523.4, 551.66, 3926.31, 5657.84, 129.8, 8941.25]",3455.043333333333
1712,2695193945,2,"[array([10519.,  5616.]), array([11162.,  6409.]), array([3671., 6499.]), array([ 3154., 12740.]), array([ 1821., 11490.]), array([8882., 2486.])]","[2379.5, 7783.94, 6455.0, 4862.09, 11364.34, 6449.9]",6549.128333333333
1714,2695193946,5,"[array([662., 285.]), array([3922., 6223.]), array([2987., 3618.]), array([396., 462.]), array([396., 462.]), array([396., 462.])]","[9652.0, 727.7, 9361.02, 10809.11, 8518.91, 6562.82]",7605.260000000001
1716,2695193948,4,"[array([7064., 3114.]), array([8362., 2544.]), array([3838., 6607.]), array([2478., 9090.]), array([12972.,  3535.]), array([6936., 5195.])]","[3368.01, 6493.15, 6349.2, 4129.97, 4427.59, 3479.98]",4707.983333333334
1718,2695193953,1,"[array([8514., 4770.]), array([3650., 6296.]), array([ 3286., 11816.]), array([7595., 2457.]), array([12565.,  6284.]), array([4711., 7907.])]","[1529.23, 494.62, 1201.36, 6926.55, 5468.1, 2045.39]",2944.2083333333335
1720,2695193955,2,"[array([8768., 4309.]), array([6602., 4701.]), array([5120., 9047.]), array([ 2905., 11283.]), array([8812., 2399.]), array([11859.,  4351.])]","[2035.83, 3795.22, 4167.04, 4189.59, 132.19, 8460.07]",3796.656666666667
1722,2695193959,4,"[array([5071., 8452.]), array([3563., 6682.]), array([9617., 7221.]), array([2027., 3590.]), array([8656., 4951.]), array([3610., 6474.])]","[3839.27, 181.66, 8259.67, 7326.11, 2519.16, 285.14]",3735.168333333333
1724,2695193960,3,"[array([3564., 8410.]), array([2390., 8430.]), array([3545., 6635.]), array([5670., 3802.]), array([8752., 3428.]), array([10012.,  3308.])]","[5133.91, 1983.97, 6320.26, 5588.27, 998.32, 7028.59]",4508.886666666666
1726,2695193961,4,"[array([6874., 3158.]), array([3706., 8145.]), array([4051., 9813.]), array([3372.,  849.]), array([7744., 5246.]), array([7048., 8749.])]","[3398.14, 1467.76, 3163.9, 9058.44, 2966.85, 4293.65]",4058.123333333333
1728,2695193962,4,"[array([3292., 7743.]), array([5436., 9429.]), array([1210.,  784.]), array([8070., 5866.]), array([7905., 5967.]), array([6977., 1324.])]","[5154.08, 3404.02, 12416.34, 3745.66, 3619.82, 5921.62]",5710.256666666667
1730,2695193966,1,"[array([4024., 7798.]), array([2442., 8407.]), array([3613., 6643.]), array([8570., 5492.]), array([11980.,  3858.]), array([11223.,  5225.])]","[4475.81, 1938.3, 6311.27, 4297.14, 3591.25, 7682.72]",4716.081666666667
1732,2695193969,3,"[array([8656., 4527.]), array([6924., 5324.]), array([3635., 9252.]), array([6360., 7114.]), array([6792., 4955.]), array([10585.,  3034.])]","[1796.74, 3802.75, 3702.18, 2211.28, 3153.6, 7663.57]",3721.686666666667
1734,2695193970,3,"[array([7502., 3853.]), array([3594., 7832.]), array([ 5934., 10089.]), array([ 7108., 13292.]), array([9624., 5580.]), array([8222., 3502.])]","[2527.71, 1138.53, 3650.94, 4012.04, 3285.35, 5345.43]",3326.6666666666665
1736,2695193971,5,"[array([ 6974., 11398.]), array([3636., 7818.]), array([7835., 3812.]), array([12219.,  6497.]), array([5683., 5383.]), array([ 6460., 12248.])]","[5277.14, 1133.37, 10045.65, 6282.91, 4208.85, 6699.65]",5607.928333333333
1738,2695193974,4,"[array([8072., 3508.]), array([3868., 6292.]), array([6425., 7894.]), array([8760., 4442.]), array([8662., 2546.]), array([6989., 8080.])]","[2769.63, 641.48, 5760.91, 5326.71, 116.1, 3880.0]",3082.471666666667
1740,2695193976,5,"[array([7121., 3088.]), array([3805., 7771.]), array([ 7775., 10303.]), array([6847., 5436.]), array([394., 461.]), array([8389., 2651.])]","[3373.21, 1138.69, 4885.76, 3883.74, 8521.09, 5953.35]",4625.973333333332
1742,2695193978,2,"[array([3266., 7807.]), array([3737., 6353.]), array([10980.,  3335.]), array([9519., 1824.]), array([9478., 5684.]), array([7636., 5646.])]","[5197.53, 504.19, 12080.84, 8036.11, 3347.53, 4071.37]",5539.595
1744,2695193986,3,"[array([7154., 3247.]), array([3208., 7808.]), array([ 2680., 12280.]), array([7359., 3005.]), array([ 6232., 12079.]), array([2473., 8400.])]","[3212.28, 1109.05, 1198.48, 6352.27, 9953.74, 2482.12]",4051.3233333333333
1746,2695193988,1,"[array([9346., 5652.]), array([6779., 4937.]), array([2190., 8476.]), array([7968., 7332.]), array([8352., 2720.]), array([7296., 4991.])]","[1275.4, 3831.48, 4716.55, 2405.48, 439.51, 3884.36]",2758.7966666666666
1748,2695193990,5,"[array([8622., 4408.]), array([7093., 5023.]), array([3612., 9912.]), array([ 6894., 12571.]), array([10534.,  3076.]), array([11187.,  4846.])]","[1905.34, 4075.88, 3042.57, 3272.06, 1958.89, 7703.96]",3659.7833333333333
1750,2695193991,1,"[array([8072., 3449.]), array([8469., 5992.]), array([3676., 6574.]), array([2114., 8494.]), array([ 2896., 10054.]), array([6916., 9912.])]","[2828.53, 5135.86, 6380.0, 4561.94, 9570.57, 4984.97]",5576.978333333333
